"시나리오별(1)","시도별(1)","성별(1)","연령별(1)",2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","95 - 99세",400,402,456,481,556,587,651,754,844,981,1140,1292,1464,1581,1753,1909
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","남자","100세 이상",39,51,46,47,44,43,45,53,60,71,74,83,99,112,132,154
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","계",1643875,1633544,1619951,1606710,1596539,1587130,1577887,1568798,1559618,1550340,1540901,1531221,1521302,1511239,1500961,1490495
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","0 - 4세",56939,50379,44898,40368,36871,34343,32514,31510,30898,30860,31157,31640,31989,32200,32287,32267
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","5 - 9세",77412,75418,71560,66569,61281,55291,48960,43775,39845,36533,34081,32291,31308,30726,30737,31094
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","10 - 14세",75296,77510,78432,77368,76544,76043,73801,70174,65496,60640,54827,48667,43628,39802,36550,34134
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","15 - 19세",73263,69216,67657,71259,72704,73179,75019,75536,74548,73927,73454,71228,67776,63302,58638,52995
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","20 - 24세",82549,77518,71273,62008,56905,53159,51121,52183,54586,54603,54421,55838,56051,55295,54851,54463
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","25 - 29세",84696,83382,80436,77311,73801,70411,66083,60005,54508,51557,48348,45936,46028,47158,46536,46403
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","30 - 34세",85248,82776,82045,82100,82443,81814,81227,79277,76803,73443,70885,67440,62354,57653,54931,51479
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","35 - 39세",115517,107029,98553,91385,86646,84389,82534,82701,83308,83719,83398,83131,81420,79159,76073,73799
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","40 - 44세",120390,122172,124858,124732,121592,114422,106384,98485,91692,87306,85349,83768,84206,85055,85656,85508
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","45 - 49세",139147,134147,128462,123340,120050,120488,122568,125413,125520,122540,115494,107597,99839,93183,88970,87188
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","50 - 54세",142753,145076,145876,146338,143156,139567,134343,128981,124016,120765,121223,123364,126262,126446,123557,116593
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","55 - 59세",139932,134133,134237,133943,141225,143305,145697,146524,147053,143777,140192,134944,129548,124597,121344,121824
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","60 - 64세",128298,138078,141570,145289,142502,140286,134713,134621,134251,141356,143326,145673,146522,147052,143788,140227
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","65 - 69세",92624,100939,106952,113719,121918,127781,137557,140885,144418,141697,139418,133862,133715,133299,140229,142115
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","70 - 74세",69849,75007,78254,81192,83499,90911,99204,105190,111894,120017,125831,135400,138596,142014,139326,137079
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","75 - 79세",64684,60423,59760,60101,63103,66275,71119,74399,77434,79873,87099,95068,100897,107371,115156,120880
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","80세이상",95278,100341,105128,109688,112299,115466,115043,119139,123348,127727,132398,135374,141163,146927,152332,162447
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","80 - 84세",52419,53573,55582,57781,56682,56346,52712,52750,53540,56525,59588,63831,66970,69875,72235,79034
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","85 - 89세",29996,32483,34183,35295,37285,38822,40065,42166,44198,43618,43522,40717,41230,42346,44994,47701
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","90 - 94세",10542,11648,12576,13576,14846,16342,17845,19233,20078,21439,22458,23316,24786,26104,25796,25823
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","95 - 99세",2089,2358,2472,2690,3145,3583,3993,4497,4967,5483,6076,6669,7222,7542,8125,8564
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경상남도","여자","100세 이상",232,279,315,346,341,373,428,493,565,662,754,841,955,1060,1182,1325
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","계",668699,672079,674523,676557,674661,675862,676849,677743,678512,679117,679531,679770,679814,679684,679413,678994
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","0 - 4세",26745,24599,22745,20911,19308,18162,17326,17002,16890,17097,17494,17983,18391,18711,18946,19111
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","5 - 9세",35160,35186,34168,32506,30598,28577,26358,24216,22425,20845,19605,18682,18281,18126,18341,18792
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","10 - 14세",34319,35611,36333,36135,35870,35958,35244,34034,32643,31028,28890,26592,24429,22651,21071,19824
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","15 - 19세",33640,31755,31316,32761,33460,33667,34520,34889,34718,34621,34681,33949,32774,31413,29817,27728
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","20 - 24세",40397,38569,35977,33228,31092,29664,28711,29120,30095,30168,30147,30874,31133,30930,30794,30800
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","25 - 29세",42982,43775,43482,42357,40386,38964,37143,34886,32620,31360,29852,28573,28502,28953,28714,28636
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","30 - 34세",38778,38885,39884,42021,43213,44089,44786,44361,43102,41679,40558,39017,36989,34851,33531,31788
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","35 - 39세",50550,48118,45347,42997,41401,41349,41503,42606,44508,45902,46773,47498,47098,45927,44635,43604
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","40 - 44세",52024,53957,55825,56823,55720,53377,50742,47766,45326,44275,44280,44487,45660,47600,48974,49844
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","45 - 49세",60028,57812,56197,54288,52911,53791,55537,57179,58161,57416,55050,52393,49440,47041,46035,46074
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","50 - 54세",56718,58386,60751,62173,61790,60903,58654,56878,54977,53786,54631,56320,57904,58832,58067,55714
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","55 - 59세",51558,52223,52885,53071,55377,57159,58796,60807,61977,61759,60799,58550,56774,54887,53717,54547
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","60 - 64세",44633,47030,48758,51165,51680,51543,52063,52422,52384,54732,56440,57993,59906,60969,60706,59715
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","65 - 69세",30394,33038,35442,38335,41511,43553,45933,47560,49764,50225,50008,50404,50652,50619,52910,54533
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","70 - 74세",24336,25101,25475,25694,26081,29047,31623,34013,36762,39868,41877,44253,45856,47936,48320,48098
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","75 - 79세",19787,19723,20252,20996,21937,22431,23214,23561,23948,24483,27330,29789,32077,34678,37617,39593
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","80세이상",26650,28311,29686,31096,32326,33628,34696,36443,38212,39873,41116,42413,43948,45560,47218,50593
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","80 - 84세",14483,15152,15834,16384,16511,16769,16748,17331,18091,18949,19448,20187,20585,21029,21600,24197
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","85 - 89세",8361,9044,9411,9756,10259,10729,11261,11889,12380,12578,12801,12809,13334,13993,14702,15144
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","90 - 94세",2743,3059,3461,3942,4437,4824,5235,5554,5822,6185,6495,6844,7263,7590,7732,7875
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","95 - 99세",923,901,787,730,876,1085,1240,1452,1679,1891,2050,2217,2355,2475,2652,2795
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","계","100세 이상",140,155,193,284,243,221,212,217,240,270,322,356,411,473,532,582
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","남자","계",337448,338493,339611,341207,340302,340571,340747,340904,341036,341098,341062,340943,340730,340437,340074,339643
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","남자","0 - 4세",13831,12676,11717,10758,9872,9280,8836,8653,8573,8712,8912,9162,9369,9531,9651,9734
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","남자","5 - 9세",18002,18090,17576,16721,15753,14756,13574,12431,11524,10648,10011,9524,9303,9203,9344,9567
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","남자","10 - 14세",17858,18422,18766,18583,18449,18347,18003,17409,16730,15935,14874,13656,12511,11610,10739,10106
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","남자","15 - 19세",17791,16874,16504,17159,17421,17522,17875,18053,17915,17846,17739,17401,16819,16153,15362,14322
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","남자","20 - 24세",21974,20886,19721,18596,17624,16824,16257,16221,16714,16665,16697,17011,17157,17004,16921,16812
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","남자","25 - 29세",23234,23571,23525,23098,22032,21281,20324,19345,18157,17560,16725,16037,15841,16115,15915,15923
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","남자","30 - 34세",20105,20186,20843,22255,23160,23703,24128,23906,23175,22307,21713,20876,19960,18818,18189,17233
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","남자","35 - 39세",25763,24429,22936,21967,21195,21257,21390,22070,23190,24093,24611,25038,24817,24121,23325,22772
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","제주특별자치도","남자","40 - 44세",26640,27409,28154,28649,28060,26886,25594,24060,22891,22390,22499,22668,23382,24515,25392,25894
