"시나리오별(1)","시도별(1)","성별(1)","연령별(1)",2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","20 - 24세",851606,832213,793121,747936,715262,679575,648001,643350,655913,654689,657299,672447,677469,672735,669481,671263
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","25 - 29세",973443,990834,981754,968838,948431,932875,911490,875449,831776,799029,758123,719282,707547,713416,706873,706717
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","30 - 34세",916538,932202,965241,1007120,1034170,1056058,1071555,1063999,1050721,1031739,1015602,993367,954979,908434,872320,825939
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","35 - 39세",1092824,1060766,1012424,984237,975714,986164,999397,1033427,1070843,1099475,1121182,1136974,1129431,1115359,1095272,1078115
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","40 - 44세",1093108,1129588,1164847,1181772,1175928,1136540,1096593,1049521,1016719,1008043,1016561,1028490,1061853,1099430,1128038,1149365
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","45 - 49세",1206549,1175634,1142461,1114253,1094695,1116315,1147707,1184938,1202422,1196450,1154946,1112871,1064011,1029443,1019211,1026723
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","50 - 54세",1151772,1195271,1228171,1250627,1242954,1226954,1190188,1157270,1129847,1108814,1128500,1158466,1194382,1210625,1203559,1160994
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","55 - 59세",1077920,1068997,1084096,1081689,1138926,1161444,1200369,1232400,1255166,1246145,1228246,1189697,1155092,1126241,1104042,1122602
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","60 - 64세",900527,980895,1018557,1062311,1068744,1074916,1062369,1075274,1072226,1125785,1146740,1183995,1214276,1235220,1224989,1206168
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","65 - 69세",579049,645700,696993,759261,828778,886100,960187,995445,1037426,1040219,1043801,1029507,1040477,1036753,1088447,1108251
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","70 - 74세",419795,438896,456021,476897,505486,561866,624462,673593,733221,798119,852082,921939,954137,993153,994522,997164
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","75 - 79세",331015,329569,341821,355203,373575,394760,411444,429190,450042,477129,529972,587898,633778,689289,749470,800141
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","80세이상",390420,421374,452140,481721,505826,531706,549129,586847,622722,654107,687860,710023,751289,793631,837426,906554
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","80 - 84세",226736,239844,257507,273064,278716,286400,284740,297664,311053,327628,346750,361041,377961,397154,421395,469008
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","85 - 89세",113068,126000,135604,145059,156864,166448,176525,192110,205755,210662,216299,214737,226025,237624,250827,266186
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","90 - 94세",40365,44066,47176,50801,55850,62740,70282,77386,83985,91337,97190,103357,113176,121721,124587,127688
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","95 - 99세",9016,9952,10247,11036,12666,14343,15690,17547,19458,21626,24412,27393,30189,32730,35685,38073
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","계","100세 이상",1235,1512,1606,1761,1730,1775,1892,2140,2471,2854,3209,3495,3938,4402,4932,5599
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","계",6799985,6877650,6920476,6975911,7017210,7061045,7099734,7135262,7167570,7197004,7223463,7246636,7266725,7283832,7297807,7308433
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","0 - 4세",263475,245345,228839,214862,201556,191292,183480,179121,178131,181587,188442,196424,203612,209837,215025,219222
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","5 - 9세",334593,331743,320871,305689,291007,270506,249284,231903,218408,205180,194313,186068,181554,180664,184301,191324
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","10 - 14세",325139,335239,338917,336893,335071,336586,330877,320651,305643,291376,270625,249257,231717,218007,204592,193624
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","15 - 19세",342541,322585,315623,324162,325075,328979,337846,341147,338538,336834,338038,331927,321357,306057,291654,270780
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","20 - 24세",447697,435459,416512,395631,377961,358191,340554,336331,342377,342201,343777,351075,353496,350588,348454,349082
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","25 - 29세",527958,536835,532406,525644,513538,503030,490731,472358,449411,430932,408308,386961,379535,382391,379145,378980
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","30 - 34세",487751,496562,516631,545070,561809,575390,584862,579959,570135,557680,546473,533250,512933,488040,467839,442513
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","35 - 39세",568570,553207,530086,518278,516171,524136,532891,553242,576128,593469,606560,615728,610388,599788,586563,574712
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","40 - 44세",560990,581385,600550,611392,610495,591826,572565,549595,533933,531387,538207,546192,566070,588916,606138,618851
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","45 - 49세",613417,598632,582029,568607,559559,571747,589165,609137,619608,618277,598321,577798,553743,537098,533700,539958
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","50 - 54세",578119,599762,617610,630954,628564,620990,602937,586464,573508,563566,574631,591185,610360,619990,617944,597449
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","55 - 59세",546311,542370,548883,542918,568374,579356,598606,616156,629972,627103,618603,599708,582425,568795,558299,568718
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","60 - 64세",450709,490465,509308,531482,535378,538887,533509,539254,533692,557911,568388,586906,603592,616433,613004,604169
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","65 - 69세",281296,314491,339880,371817,406728,435381,471743,489382,510978,513284,515817,510074,515128,509695,533178,543324
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","70 - 74세",196336,205325,214235,224631,238914,266371,297004,321146,351242,383289,409920,443730,459794,479922,481730,484080
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","75 - 79세",142636,143269,149854,157259,167229,177796,185401,194813,205285,218490,243671,271299,293343,320785,349846,374410
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","80세이상",132447,144976,158242,170622,179781,190581,198279,214603,230581,244438,259369,269054,287678,306826,326395,357237
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","80 - 84세",86250,92787,101104,108382,111087,115354,115901,122624,129816,138344,147417,153530,162164,171493,182870,204703
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","85 - 89세",34672,39492,43468,47507,52221,56191,60762,67533,73401,75566,78506,78856,84288,90032,96214,102888
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","90 - 94세",9327,10409,11409,12395,13886,16163,18472,20856,23291,25872,28000,30434,34150,37364,38432,39913
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","95 - 99세",1970,2003,1946,2012,2279,2586,2872,3305,3747,4276,5022,5769,6539,7319,8167,8889
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","남자","100세 이상",228,285,315,326,308,287,272,285,326,380,424,465,537,618,712,844
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","계",6652437,6733484,6769285,6805350,6843861,6887695,6927203,6964241,6998641,7030569,7060110,7087085,7111386,7132871,7151490,7167086
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","0 - 4세",250606,233122,218215,204608,192299,182167,174628,170325,169825,173194,179694,187295,194133,200048,205000,208992
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","5 - 9세",319143,316988,306584,291895,276879,258134,237793,221975,208777,196717,186072,178191,173733,173283,176784,183454
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","10 - 14세",308102,318754,322612,321626,320681,322733,317922,307989,293561,279193,260043,239350,223230,209767,197527,186768
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","15 - 19세",324257,305419,300453,309661,310014,313070,322216,325689,324284,323749,325432,320253,310054,295311,280764,261359
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","20 - 24세",403909,396754,376609,352305,337301,321384,307447,307019,313536,312488,313522,321372,323973,322147,321027,322181
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","25 - 29세",445485,453999,449348,443194,434893,429845,420759,403091,382365,368097,349815,332321,328012,331025,327728,327737
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","30 - 34세",428787,435640,448610,462050,472361,480668,486693,484040,480586,474059,469129,460117,442046,420394,404481,383426
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","35 - 39세",524254,507559,482338,465959,459543,462028,466506,480185,494715,506006,514622,521246,519043,515571,508709,503403
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","40 - 44세",532118,548203,564297,570380,565433,544714,524028,499926,482786,476656,478354,482298,495783,510514,521900,530514
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","45 - 49세",593132,577002,560432,545646,535136,544568,558542,575801,582814,578173,556625,535073,510268,492345,485511,486765
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","50 - 54세",573653,595509,610561,619673,614390,605964,587251,570806,556339,545248,553869,567281,584022,590635,585615,563545
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","55 - 59세",531609,526627,535213,538771,570552,582088,601763,616244,625194,619042,609643,589989,572667,557446,545743,553884
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","60 - 64세",449818,490430,509249,530829,533366,536029,528860,536020,538534,567874,578352,597089,610684,618787,611985,601999
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","65 - 69세",297753,331209,357113,387444,422050,450719,488444,506063,526448,526935,527984,519433,525349,527058,555269,564927
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","70 - 74세",223459,233571,241786,252266,266572,295495,327458,352447,381979,414830,442162,478209,494343,513231,512792,513084
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","75 - 79세",188379,186300,191967,197944,206346,216964,226043,234377,244757,258639,286301,316599,340435,368504,399624,425731
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","80세이상",257973,276398,293898,311099,326045,341125,350850,372244,392141,409669,428491,440969,463611,486805,511031,549317
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","80 - 84세",140486,147057,156403,164682,167629,171046,168839,175040,181237,189284,199333,207511,215797,225661,238525,264305
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","85 - 89세",78396,86508,92136,97552,104643,110257,115763,124577,132354,135096,137793,135881,141737,147592,154613,163298
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","90 - 94세",31038,33657,35767,38406,41964,46577,51810,56530,60694,65465,69190,72923,79026,84357,86155,87775
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","95 - 99세",7046,7949,8301,9024,10387,11757,12818,14242,15711,17350,19390,21624,23650,25411,27518,29184
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","경기도","여자","100세 이상",1007,1227,1291,1435,1422,1488,1620,1855,2145,2474,2785,3030,3401,3784,4220,4755
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","계",1519291,1520426,1527211,1525473,1518110,1517186,1516330,1515993,1516107,1516557,1517257,1518091,1518953,1519724,1520323,1520660
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","0 - 4세",46492,43660,41571,39449,37126,35344,34279,33678,33610,34156,35147,36303,37281,38060,38640,39031
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","5 - 9세",59957,58339,56134,52945,50137,47272,43952,41379,39258,37338,35446,34295,33629,33541,34100,35123
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","10 - 14세",63053,63787,63731,62568,61138,60386,58504,56087,53195,50687,47668,44201,41511,39284,37282,35340
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","15 - 19세",74697,69560,68145,66246,63783,63190,63849,63778,62844,61842,61191,59428,57077,54197,51649,48529
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","20 - 24세",99675,96179,93072,88687,84394,77228,71220,68189,66752,65080,64900,65704,65778,64980,64137,63664
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","25 - 29세",88138,89391,89245,89974,89117,88796,86928,83206,78897,74996,69372,64853,62812,62154,61021,60991
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","30 - 34세",76475,76630,79964,83135,84885,86648,88521,88072,87619,86405,85736,83780,80322,76325,72781,67750
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","35 - 39세",92457,88047,83666,79870,78134,78440,78888,81502,84347,86572,88308,90090,89554,88953,87560,86721
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","40 - 44세",99150,99957,102430,102264,99373,95244,90906,85991,82310,81186,81479,81989,84640,87551,89856,91621
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","45 - 49세",120698,115740,111584,106719,101940,101368,102095,104273,104605,102891,98860,94487,89533,85790,84598,84870
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","50 - 54세",126977,128942,129710,129471,126891,123791,119055,114775,110322,106133,105838,106933,109423,110005,108480,104436
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","55 - 59세",133589,128205,127652,125387,129346,131510,133174,133921,134546,132877,129839,125123,120753,116295,112173,112068
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","60 - 64세",133826,142874,145461,147003,143014,138466,133539,132931,131100,136034,138514,140519,141804,142858,141357,138320
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","65 - 69세",92968,103398,110691,120198,128668,135132,144324,146547,148805,146092,142011,137500,137057,135431,140555,143293
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","70 - 74세",67556,68481,72115,74832,79838,90514,100426,107266,116615,125256,131797,140955,143349,145827,143456,139805
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","75 - 79세",65199,62832,62543,62670,62733,62329,63441,67092,69976,74985,84923,94109,100666,109505,117716,124168
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","80세이상",78384,84404,89497,94055,97593,101528,103229,107306,111306,114027,116228,117822,123764,128968,134962,144930
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","80 - 84세",46555,49240,52039,53731,53922,54322,52438,52595,53210,53724,53769,54940,58448,61201,65694,74451
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","85 - 89세",21411,23903,25760,27939,30298,32435,34476,36891,38505,38875,39271,37946,38408,39222,39831,40185
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","90 - 94세",8231,8794,9211,9728,10433,11541,12863,14088,15506,16930,18155,19342,20791,21810,22067,22331
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","95 - 99세",1940,2147,2164,2314,2584,2852,3048,3294,3584,3925,4397,4914,5374,5917,6463,6941
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","계","100세 이상",247,320,323,343,356,378,404,438,501,573,636,680,743,818,907,1022
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","계",766322,766340,769910,769616,765989,765399,764784,764426,764315,764408,764669,765054,765486,765870,766183,766352
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","0 - 4세",23762,22359,21192,20118,18886,17958,17415,17118,17077,17377,17875,18465,18963,19358,19654,19852
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","5 - 9세",30726,29891,28804,27177,25575,24177,22491,21102,20000,19043,18052,17463,17128,17078,17384,17898
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","10 - 14세",32658,32990,32910,32345,31496,31028,30062,28817,27320,25955,24477,22702,21248,20089,19082,18061
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","15 - 19세",39691,36736,36034,34862,33387,33020,33290,33202,32736,32170,31763,30858,29634,28132,26741,25197
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","20 - 24세",56325,54278,52559,50166,47756,43672,40285,38534,37458,36404,36267,36634,36653,36233,35728,35422
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","25 - 29세",50411,51188,51040,51703,51511,51251,50059,47833,45344,42981,39742,37200,36043,35528,34897,34856
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","30 - 34세",41185,41336,43345,45451,46683,47828,48879,48785,48533,47871,47356,46152,44175,41968,39911,37130
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","35 - 39세",47676,45625,43695,42085,41464,41718,42084,43640,45388,46749,47833,48807,48618,48214,47407,46790
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","40 - 44세",50417,50831,52009,52009,50760,48983,46999,44706,43050,42673,42939,43351,44925,46706,48100,49184
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","45 - 49세",62503,59546,57081,54404,51822,51403,51874,52893,53116,52471,50726,48699,46374,44679,44262,44529
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","50 - 54세",65580,66536,67110,66727,65323,63612,60951,58496,56121,53885,53657,54350,55555,55930,55391,53626
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","55 - 59세",67473,65133,64882,63793,65884,67199,68096,68621,68757,67891,66272,63685,61247,58926,56778,56692
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","60 - 64세",66901,71117,72243,73232,71424,69480,67431,67240,66374,68870,70329,71403,72228,72660,71961,70398
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","65 - 69세",45574,51309,55291,60196,64269,67153,71422,72486,73924,72836,71156,69343,69241,68465,71014,72611
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","70 - 74세",31620,31970,33841,35250,37925,43508,48831,52572,57330,61521,64474,68732,69922,71479,70592,69162
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","75 - 79세",27673,27019,27364,27801,28226,28091,28485,30356,31884,34499,39549,44325,47810,52195,56090,58986
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","80세이상",26147,28476,30510,32297,33598,35318,36130,38025,39903,41212,42202,42885,45722,48230,51191,55958
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","80 - 84세",17772,18926,20022,20815,20926,21384,20904,21397,22006,22561,22633,23040,24773,26174,28417,32656
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","85 - 89세",6101,7112,7970,8846,9820,10750,11566,12461,13150,13327,13697,13422,13914,14481,14937,15102
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","90 - 94세",1739,1890,1990,2149,2359,2661,3107,3577,4083,4576,5016,5420,5883,6260,6362,6575
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","95 - 99세",490,482,463,418,420,453,488,531,604,684,786,928,1069,1220,1366,1499
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","남자","100세 이상",45,66,65,69,73,70,65,59,60,64,70,75,83,95,109,126
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","계",752969,754086,757301,755857,752121,751787,751546,751567,751792,752149,752588,753037,753467,753854,754140,754308
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","0 - 4세",22730,21301,20379,19331,18240,17386,16864,16560,16533,16779,17272,17838,18318,18702,18986,19179
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","5 - 9세",29231,28448,27330,25768,24562,23095,21461,20277,19258,18295,17394,16832,16501,16463,16716,17225
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","10 - 14세",30395,30797,30821,30223,29642,29358,28442,27270,25875,24732,23191,21499,20263,19195,18200,17279
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","15 - 19세",35006,32824,32111,31384,30396,30170,30559,30576,30108,29672,29428,28570,27443,26065,24908,23332
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","20 - 24세",43350,41901,40513,38521,36638,33556,30935,29655,29294,28676,28633,29070,29125,28747,28409,28242
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","25 - 29세",37727,38203,38205,38271,37606,37545,36869,35373,33553,32015,29630,27653,26769,26626,26124,26135
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","30 - 34세",35290,35294,36619,37684,38202,38820,39642,39287,39086,38534,38380,37628,36147,34357,32870,30620
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","35 - 39세",44781,42422,39971,37785,36670,36722,36804,37862,38959,39823,40475,41283,40936,40739,40153,39931
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","40 - 44세",48733,49126,50421,50255,48613,46261,43907,41285,39260,38513,38540,38638,39715,40845,41756,42437
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","45 - 49세",58195,56194,54503,52315,50118,49965,50221,51380,51489,50420,48134,45788,43159,41111,40336,40341
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","강원도","여자","50 - 54세",61397,62406,62600,62744,61568,60179,58104,56279,54201,52248,52181,52583,53868,54075,53089,50810
