"성별(1)","손상부위별(1)",손상부위별(2),2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2022,2022,2023,2023
"성별(1)","손상부위별(1)",손상부위별(2),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%)
"남자","상지",기타 상지,2842*,0.5,3819*,0.7,3249*,0.6,4441*,0.7,2759*,0.5,3522*,0.6,3143*,0.5,3034*,0.5,3667*,0.6,4333*,0.7,3444*,0.6,3387.8*,0.6,2413.6,0.4,2358.8,0.5,1736.7,0.4,1194.3,0.2,988.9,0.2
"남자","하지",소계,117602.0,21.6,119581.0,21.7,120825.0,21.4,133651.0,21.7,128716.0,21.4,139076.0,21.9,142340.0,22.8,145979.0,23.6,152470.0,24.2,148574.0,24.6,153895.0,25.0,150703.6,25.6,149441.3,26.1,133687.6,26.2,120836.9,26.7,151548.7,28.4,160509.6,28.3
"남자","하지",둔부 및 고관절,11666.0,2.1,13381.0,2.4,11070.0,2.0,15464.0,2.5,13874.0,2.3,15776.0,2.5,16556.0,2.7,15744.0,2.5,17399.0,2.8,16048.0,2.7,18644.0,3.0,19073.7,3.2,19193.8,3.4,19970.7,3.9,19029.8,4.2,22628.7,4.2,23677.4,4.2
"남자","하지",둔부 외 대퇴,7051.0,1.3,6959.0,1.3,8888.0,1.6,8539.0,1.4,9279.0,1.5,9270.0,1.5,10233.0,1.6,7957.0,1.3,9065.0,1.4,9234.0,1.5,9135.0,1.5,8797.0,1.5,8341.6,1.5,8263.6,1.6,6930.2,1.5,9078.7,1.7,10615.4,1.9
"남자","하지",무릎 아래다리,63675.0,11.7,64409.0,11.7,64897.0,11.5,71577.0,11.6,68092.0,11.3,73913.0,11.7,75357.0,12.1,77737.0,12.6,79911.0,12.7,75758.0,12.6,77181.0,12.5,75032.7,12.7,72654.3,12.7,62577.3,12.3,55415.6,12.2,76092.7,14.2,77556.2,13.7
"남자","하지",발목 발,28929.0,5.3,27731.0,5.0,28501.0,5.0,31286.0,5.1,31719.0,5.3,34440.0,5.4,34275.0,5.5,36700.0,5.9,39594.0,6.3,39717.0,6.6,43580.0,7.1,40596.8,6.9,42191.2,7.4,37278.8,7.3,34197.6,7.6,41314.0,7.7,46081.8,8.1
"남자","하지",기타 하지,6281.0,1.2,7101.0,1.3,7469.0,1.3,6785.0,1.1,5752.0,1.0,5677.0,0.9,5919.0,0.9,7841.0,1.3,6501.0,1.0,7817.0,1.3,5355.0,0.9,7203.4*,1.2,7060.4,1.2,5597.2,1.1,5263.6,1.2,2434.7,0.5,2578.8,0.5
"남자","다발성",소계,1821.0,0.3,1388.0,0.2,1972.0,0.3,7497*,1.2,7294*,1.2,7744*,1.2,7568*,1.2,5255.0,0.8,4452.0,0.7,3833.0,0.6,3223.0,0.5,2336.8,0.4,2067.4,0.4,1492.2,0.3,1501.3,0.3,826.5,0.2,1323.4,0.2
"남자","전신성",소계,18349.0,3.4,17836.0,3.2,17492.0,3.1,15161.0,2.5,13977.0,2.3,15574.0,2.5,16539.0,2.7,15320.0,2.5,15219.0,2.4,13922.0,2.3,13269.0,2.2,14365.9,2.4,13334.9,2.3,11947.0,2.3,10223.1,2.3,11866.9,2.2,11221.3,2.0
"남자","상세불명",소계,1213*,0.2,1528*,0.3,1482.0,0.3,2062*,0.3,1619.0,0.3,1595*,0.3,2375*,0.4,2959*,0.5,3536*,0.6,4140*,0.7,2427*,0.4,4838.6*,0.8,3373.6,0.6,2698.7,0.5,2438.7,0.5,1471.6,0.3,1408.2,0.2
