"성별","손상양상별",2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2022,2022,2023,2023
"성별","손상양상별",퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%),퇴원환자수 (명),분율 (%)
"여자","염좌, 긴장",87358.0,36.8,86556.0,25.1,85497.0,23.3,84178.0,22.4,86863.0,20.5,83122.0,19.7,88429.0,19.8,92151.0,20.1,88421.0,18.9,94143.0,19.3,92116.0,18.9,94089.0,18.4,83850.0,16.4,76553.1,15.3,59330.3,13.5,44967.0,11.0,52301.4,10.2,56225.4,9.9
"여자","내부기관손상",44708.0,18.8,57017.0,16.5,58683.0,16.0,57167.0,15.2,63488.0,15.0,64479.0,15.3,65198.0,14.6,57271.0,12.5,57778.0,12.3,55937.0,11.5,51705.0,10.6,51868.0,10.1,51806.6,10.1,50677.1,10.1,44641.7,10.2,37918.0,9.3,51223.6,10.0,48383.9,8.6
"여자","열린상처",10442.0,4.4,12335.0,3.6,13072.0,3.6,10846.0,2.9,12080.0,2.9,10898.0,2.6,12025.0,2.7,13316.0,2.9,11521.0,2.5,12969.0,2.7,13566.0,2.8,11886.0,2.3,13100.4,2.6,11687.5,2.3,9903.5,2.3,8750.4,2.1,11139.7,2.2,14164.6,2.5
"여자","외상성 절단",155*,0.1,891*,0.3,1501.0,0.4,1470*,0.4,1706*,0.4,1692.0,0.4,1686*,0.4,899*,0.2,891*,0.2,1357.0,0.3,1034*,0.2,1474*,0.3,1224.9*,0.2,980.2,0.2,804.6,0.2,642.2,0.2,1235.4,0.2,759.8,0.1
"여자","혈관손상",230.0,0.1,253*,0.1,573*,0.1,838*,0.2,851.0,0.2,1075.0,0.3,1148.0,0.3,1000.0,0.2,625*,0.1,924*,0.2,881*,0.2,804.0,0.2,794.2,0.2,772.9,0.2,949.9,0.2,410.4,0.1,580.6,0.1,879.8,0.2
"여자","타박상, 표재성손상",50257.0,21.2,15149.0,4.4,16019.0,4.4,17288.0,4.6,27062.0,6.4,25176.0,6.0,27514.0,6.2,27550.0,6.0,32745.0,7.0,31215.0,6.4,30377.0,6.2,33322.0,6.5,29346.8,5.7,29607.7,5.9,22234.7,5.1,16692.9,4.1,20898.7,4.1,23941.7,4.2
"여자","으깸손상",552*,0.2,1529*,0.4,1479.0,0.4,1628.0,0.4,1420*,0.3,883*,0.2,961*,0.2,1053*,0.2,1266*,0.3,770*,0.2,798*,0.2,537*,0.1,550.9*,0.1,567.9,0.1,364.6,0.1,309.7,0.1,485.3,0.1,197.7,0.0
"여자","화상",26*,0.0,10889*,3.2,15599*,4.2,16432*,4.4,16989*,4.0,14593*,3.5,16102*,3.6,15497*,3.4,18494*,3.9,18292*,3.8,15587*,3.2,9453.0,1.8,25228.4*,4.9,21155.6,4.2,17382.3,4.0,16169.3,4.0,6875.7,1.3,6158.1,1.1
"여자","신경손상",738.0,0.3,1123.0,0.3,1427*,0.4,1517*,0.4,1450*,0.3,1420*,0.3,1418.0,0.3,1132.0,0.2,1081.0,0.2,1240.0,0.3,1060.0,0.2,1210*,0.2,1165.6,0.2,1128.5,0.2,1165.2,0.3,1082.9,0.3,2256.2,0.4,1282.3,0.2
"여자","중독",-,-,13597.0,3.9,13655.0,3.7,14865.0,4.0,14044.0,3.3,13836.0,3.3,14015.0,3.1,14479.0,3.2,16033.0,3.4,13259.0,2.7,13288.0,2.7,11785.0,2.3,12577.7,2.5,12037.8,2.4,12122.8,2.8,12025.5,2.9,10510.3,2.1,12321.7,2.2
"여자","기타",7337.0,3.1,15306.0,4.4,16190.0,4.4,19568.0,5.2,21195.0,5.0,23761.0,5.6,21489.0,4.8,23457.0,5.1,24042.0,5.1,26013.0,5.3,27827.0,5.7,30537.0,6.0,28360.0,5.5,28423.7,5.7,26103.5,6.0,22175.3,5.4,28523.5,5.6,31027.1,5.5
"여자","상세불명",-,-,1443.0,0.4,1860.0,0.5,1165.0,0.3,1317.0,0.3,838.0,0.2,1208.0,0.3,975.0,0.2,783.0,0.2,915.0,0.2,468*,0.1,978.0,0.2,696.5,0.1,771.9,0.2,626.4,0.1,595.9,0.1,473.2,0.1,769.9,0.1
